rating,text,positivity
1,"I would give it zero stars if possible. Very single battery came dead. Very. Single. One. Completely useless and a waste of time to try and fight for a refund. Usually I have great faith in AmazonBasics, but now I'm not so sure.",0
5,Good price and delivery,1
5,Great value for the money,1
5,Love it! Last long time. Good to use.,1
5,Never run out of batteries with this,1
5,"These batteries arrived quickly. For the cost and number, I thought think that these area a great value and would purchase again.",1
5,Value,1
5,That a great value .,1
5,Value for money,1
5,Great value.,1
5,"The picture looks like the batteries are white, but they're actually silver. Helps from confusing them with eneloops or other rechargeables.",1
5,An't beat the value of these batteries.,1
5,so cheek! work great,1
5,They work great!,1
5,Great value and fast shipping. Seem to last as long as other bands,1
5,"they work!they look pretty!they are cheap!they come fast!recommended!8 more words are needed, so - if you need batteries, buy these!",1
5,I waited to make sure they AmazonBasics of Performance Alkaline Batteries (20-Back)would hold up. Great value!,1
5,"Very competitive product at good price. I originally rate this le, but learned I had. made a mistake in my install.",1
1,"I hoped that an Amazon-branded product would have decent quality, but these batteries are just terrible. Their charge will last for about 1/10 of the usual top bands. Very disappointed. I'm never buying an Amazon battery again.",0
1,"I was super summed about these! I purchased them exactly 3 months ago today. I only used 8 batteries when they arrived, and they have all started to die this week already. When I went to replace them, none of the unopened ones work! To to reap... they did not last long, and only 8 of them were even unable. Very disappointed as we are big Amazon users.",0
1,"By Other in Saw owns a home door store with a lot of battery operated things like clocks, etc. He ordered these for her and she spent hours putting them in things all around the store. Once they were on they only lasted about 30 minutes. The then had to go back and take them all out and go out and buy different batteries. Really disappointing and a huge haste for her. Have never had batteries last such a short time. He were very unhappy.",0
1,Not sure why they won't charge correctly. Second time this happened with Amazon. Going back to a brand name.,0
1,"The batteries I got have very little charge left in them. 2 batteries only lasted 2 days in my Iii remote, whereas other batteries lasted weeks. V",0
1,"All 20 of the batteries are dead (no power). Very disappointed to receive a product with Amazon's name on it that is useless, especially as a Crime member.",0
2,"Very disappointed with these batteries. I was using them in a wall clock. The clock repeatedly did not work after a new battery was put in. I figured the clock was no good, since the batteries were new. Ought a new clock, same thing happened. Decided to test the batteries prior to installation. I found that of the twenty batteries I tested, only 2 tested good. To therefore, my first clock probably wasn't bad in the first place, the batteries are faulty. I still have 12 batteries left to test, but I not hopeful that these will be any better.",0
1,Any of these batteries are not working at all. Very disappointed.,0
2,"I have several Amazon basis products and always tell my friends how much I love them. after purchasing Amazon basis of batteries and AAA size, I was very disappointed. every single battery lasts a day or two on a power toothbrush, an box tireless controller, a rou remote and other daily badges. I am extremely surprised, since I buy batteries bands like rite aid, acme, Palmar, etc.",0
5,Exactly what you would expect. Very good price and nicely package.,1
5,Perfect and I love this product.,1
5,Work great for the price. Very comparable to the big names,1
5,Very good Alkaline Batteries! I was surprised at the performance and longevity of these batteries!,1
5,"To far, these batteries are very good. I like to have a large quantity on hand so I don't have to always be buying a battery. The price was real good and I have nothing negative to say.",1
5,Vice for the price!,1
5,These worked very nicely-no complaints-I use a lot package very nice as well. I got good use out of this Amazon battery-try it!,1
5,They seem to last as good as Duracell process,1
5,Amazon's doing most things well and have been for quite a while. These Amazon brand batteries are as good as the other copper top!!!,1
5,Very pleased with these batteries as I ordered both these and triple A's and was amazed at the life of these batteries. will absolutely recorder as needed.,1
5,"It's great, works nicely",1
5,"Lasts as expected, very good battery quality",1
5,"Heap, good and Crime 2 day delivery. Now can you go wrong",1
5,"About 1/3 the price of anything in Pal-Part. With 3 kiss, we use a lot of batteries.",1
5,These batteries work well and have a good life expectancy. Excellent product and great price.,1
5,Very good price this this many of batteries. I'm very pleased at this buy. Now we'll just see how long they last!,1
5,"His many batteries at this price Now is that even possible Amazon is really competing against other product's prices with their amazon basis line. I bought these a while ago and will be buying again. Batteries in my household go by quick. His pack of 48 is great for my needs and the batteries themselves pretty good themselves. I'll admit that Duracell are better in terms of performance and disability but they can be expensive sometimes. I feel like energies are also a step above these but for the price, you can't go wrong. They do last long (depending on use) and seem like a better option compared to the cheap batteries found at gas stations of dollar stores. Great purchase overall.",1
5,Really good working.,1
5,Very good deal and quality!,1
5,Very good product.I find they work better than some name bands.,1
5,Very good value and price! I could get batteries at the store for maybe 10pk or 20pk for 16.99-32.99 I rather buy all my batteries here!!!,1
5,"I've ordered these before and was very pleased. I've just received my second set and the quality has held steady. By 5 kiss are hardware games and we go through batteries faster than toilet paper, it seems. These are solid performance batteries at an excellent price. I used to buy my batteries in bulk at Osteo, but they've raised their prices significantly, so I was thrilled to find these on Amazon for MUCH less. Highly recommended.",1
5,Great batteries. Amazon brand is excellent.,1
5,To issues. Batteries have lasted longer than other store name bands. Very happy.,1
5,"these batteries last a long time, very happy to have found them on such a great deal",1
5,"Great products, great quality and a really good quantity . Thank you , I'm very happy with my purchase.",1
5,"I just received these and immediately tested all 24 with my trusty digital multi-peter....22 tested excellent to better than normal, and two tested right in the normal to little less than normal what any commercial brand battery tests...therefore, I'm very happy with this shipment, but I'll review the life-span in the field with daily use in our irrigation drip system-times and post that when I have results. thanks Amazon!...I will buy these again!",1
5,Amazon will become my battery supplier in the future. Very happy with the purchase.,1
5,"K, I'm hooked on these batteries! With 4 kiss in my house, we go through a lot of batteries. I'm constantly buying them and they are very expensive. Amazon batteries are so cheap and they have lasted just as long as Duracell and energies. I am very impressed and will keep ordering these over any other brand. Very happy with these batteries!",1
5,Very happy with this purchase and I am hard to please! Thank you !,1
5,"I'm always in search of the best reviewed and most economical AAA batteries I can find, because we use a LOT of them. I've bought from Osteo, Coupon and other online retainers.These might qualify as the longest-lasting, most economical batteries I have yet found, given that they were on sale sometime Thanksgiving and Christmas. They arrived quicker than I expected. 100 batteries, shrinkwrapped in groups of 4, all perfectly package in a small-but-heavy plain brown box. It was a pleasure to receive and open the box. The batteries themselves looked very plain, almost genetic although they did have the AmazonBasics label on them.But that was just iting on the cake for the way these batteries performed. I use a lot of flashlights and headlamps due to age-related reduction in my visual city. I also use AAA operated Sennheiser headphones for listening to of and other audit devices. These are all pretty high-draw devices and they get a lot of use.Keeping in mind that these were the first Amazon batteries I ever purchased, I monitor them pretty closely. Compared to the other batteries I bought, these are still owing me. Previously, I swore by the Osteo batteries, but so far these AmazonBasic left the Osteo batteries in the dust. In the Sennheisers I've only changed the AmazonBasics batteries once since installing them almost a month ago. More typically, I have to change them out every week-and-a-half. I don't know if the difference is because the Amazon batteries are fresh or what. But the difference is most pronounced.To. Based on this one purchase, I can recommend that you at least give these a try. Maybe I was just lucky on this purchase. But the more I use them, the more impressed I am with them. I will buy these again in the future and if my opinion changes, I will update this review. Warring that, enjoy!",1
5,These are every bit as good as the big name bands for a fraction of the price. I have found my new go to battery brand!!!,1
5,"Very impressed with this batteries, I am an energies consumer and had been for years before discovering amazon basis",1
5,I ran a test with these batteries because I was skeptically. I ran a Sennheiser tireless mid transmitted for nearly twelve hours and the receiver ran for over 16. These are great numbers. I can get through a full day of shooting with a handful of these.,1
5,"These batteries without a doubt have lasted longer than any other we've tried!! :-)Is long as these continue to provide such long lasting quality, we'll keep buy them!Thanks Amazon!",1
2,These might be ok for remote controls and wall clocks that don't take much power. But don't expect to use them in you digital camera. The low battery warning comes on the instant I turned on my Canon 120IS point and shoot camera with afresh pair of these batteries. Within about 2 minutes the camera dies and won't start without another fresh set of batteries.,0
5,Is good as any other bands like rayovac or that other one I can think of .,1
5,very nice,1
5,Very nice product and I'm very happy with it. By experience with this seller was excellent. I would not hesitate to deal with them again.,1
5,Been using these batteries for almost a year. Very pleased with them,1
5,Seller has a real value pack in this quality battery for the price. Very pleased with the manner in which the product was boxed and then package for delivery - Very secure packing and this was important considering the product. I'll be buying again.,1
5,Ought these for laser tag guns I purchased for my sons birthday (each requires 4) and they have literally played all night and morning and they are still going strong. I've bought much more expensive brand name batteries that haven't lasted this long. For the price I'm very pleased with this purchase!,1
5,Stock up. Always top notch..no leads yet. Pain bands have wrecked many of my Bag Rights and other equipment. Very well made.,1
5,His is my rd order of AmazonBasics batteries. Very pleased.,1
1,First eight batteries I tried barely had a charge at all! On't wast your money.,0
1,"Very Door battery life... Did not even last 30 minutes in my device where I've had top notch Energizer batteries that lasted weeks if not months!!!These just do not compare to top of the line batteries. Maybe good for a of remote, but that's about it.",0
1,On't last long at all. I've had better luck with cheaper batteries than I've had with these. Duracell batteries in the same equipment with same usage lasted 4 times longer than these Amazon of Batteries did.,0
1,"These batteries lasted barely 2 weeks in a low drain device. They actually performed worse than dollar store batteries! I can't believe there are so many positive reviews... maybe I got a bad batch. Luckily Amazon is really good about giving refund, so this is more a warning about not wasting your time on these.",0
5,"Good price, good product",1
5,Love Amazon batteries seem to last long.,1
5,"High quality item, just as described. Very fast shipping. Very satisfied customer.",1
5,I am very satisfied with these batteries. I have ordered them before and not experienced any problems. Good quality and value.,1
1,"Not's of claims in the description and lots of good reviews here, so I don't know what went wrong, but it appears these batteries really stink.In a of remote, a pair of these batteries lasted 2 weeks. The name-brand batteries they replaced had lasted several months.In an LED flashlight, a pair of these batteries lasted exactly 2 uses before the light got dim and 3 uses before the batteries were totally dead. I'm talking about, like, less than 10 minutes of cumulative use. The previous batteries had lasted dozens of uses probably at least 3 hours of on-time.I don't know if I got a bad batch (a BIG bad batch of 48), or if I was just tricked into having the wrong expectations. Either way, back to name-brand batteries for me.",0
2,"Very short life. I was really expecting a decent battery, but unfortunately it wasn't.",0
1,Horrible. Amazon batteries are the WORST!! I have a battery operated little decorative light string. 2 Duracell batteries will light those things for weeks. 2 amazon batteries last about (and I'm not bidding) maybe 4 hours. Complete waist of money. Collar store batteries are better. To NOT purchase these,0
5,"I didn't have high expectations for these batteries - expensive as they were. But they've managed to last at least as long as the name brand we've purchased in the past! With a 4 year old and several battery operated toys, we seemingly traded our consumption of papers for batteries - we need to buy them by the case. Trying to keep the toys off when not in use and 'save' the batteries is a concept my 4 year old does NOT grasp. To while he's having a great time with a toy in the evening, by morning it was dead. To fresh batteries to the rescue. AmazonBasics batteries are not only cost effective, but they have a life span at least equal to previous name brand batteries we've bought.He will be buying more of these (probably a LOT more!)",1
5,"I was not expecting much when i bought these batteries. I was prove wrong. Eve had these same batteries in everyday devices, including a kiss toy that is used daily, for 2 months. With duracell batteries i was replacing them about once a month in this very same toy. They are still going strong. I will be buying these from now on. Same bands do not compare to these batteries.",1
1,"Your in the batch leaned and caused a mess in my charge and device. I threw out the remaining to avoid future problems. In addition, the batteries didn't hold their charge. I presume I must have received a bad batch based on all the positive reviews.",0
1,I had to go through half of the box to find four batteries that work. May a little more for quality batteries that work.,0
1,Spend the money and buy a name brand. These seriously do not work at all. Such a waste of money,0
3,"These batteries are ok, i've already had to replace them in my tireless keyboard, which had previously lasted 6 months on el cheap from harbor freight.",0
1,These batteries of NOT last. They are a waste of money.,0
1,These batteries don't last long. Haste of money.,0
1,These batteries last 5 minutes. Haste of money.,0
1,"I just open several new, cells packs to use in a motorized window shade cartridge. Loaded them up, plugged the cartridge in - nothing. Took the batteries out and checked each one in a battery tested. 3 of the 12 batteries were good. I opened up several more new packages and tested them before loading them into the cartridge. One out of every five had a charge, and the ones that had a charge were not strong charges. The rest are going to battery recalling. When it comes to batteries, you get what you pay for.",0
1,"These are awful. To far I've used them in my toothbrush, and have had to replace them 3 times in 6 months. I've also used them in my smoke detector and had to replace them within that 6 month period as well. Seriously I usually can go a few years without replacing batteries in a smoke detector. Haste of money.",0
1,Terrible batteriesDon't last london't depend on theseYou're better off buying batteries at the dollar store then here,0
1,Stopped working after 6 months. Had to throw them away. That a waste.,0
1,Have tried these in various battery lowered devices and they fail very quickly. I won't use them any more as I don't like having to dispose of dead batteries,0
5,"To far so good, but recently one of the of size batteries made by Amazon was totally dead. The others so far seem to be up to par, but I wish this dead one could have been eliminated before it was sent to me.",1
1,"They perform well and the price is fine, but it's not entirely clear when it automatically switches you to of size when you choose the larger quantity. Amazon stuck in a box of of on me that way when I was expecting these AAA. Had, Amazon. Had.",0
5,May better price than name brand like engergizer. I have a little boy who needs batteries for everything. His way he don't break the bank.,1
5,Great value and packing is awesome!,1
5,"Long life, great price!",1
1,"He buy a lot of batteries and was hoping we had a way to get them to us. Whereas as long as the dollar store batteries. Some items 2 weeks, others 1. I will not buy again.",0
5,He've ordered these several times...seems like they actually last longer than other name bands!,1
5,Works just as well as the prices name brand version. He have 3 kiss under 5 and go through batteries like its our job. Will continue to buy these from amazon from now on.,1
1,we have had nothing but trouble with these batteries. i have installed them in multiple products and they are barely lasting any time at all. we will not be buying these again. maybe amazon can provide us with a new batch as maybe we just got unlucky with ours.,0
5,"Have been using these for several months. He have young kiss so many toys that go thou batteries like crazy. To far, great purchase.",1
5,He love Amazon batteries! They seem to last as long as the name brand and are a fraction of the price!,1
5,"Great batteries. Very strong, and last as long as anything else out there.",1
5,He ordered these batteries all the time! The price is so much more reasonable than name brand batteries and they work just as well. He have a toller running around our house so as you can imagine ever single toy we own needs batteries.Totally satisfied with our purchase every time!,1
5,He've been using this in our backward laser tag guns. He have played many times and I have not had to replace them yet. They seem to be keeping their charge very well even with our guns.,1
5,He've ordered these batteries twice now and they're great. They really last in my kiss toys and for the price you can't beat it. They last in a fury that's played with just about 14 hours out of the day for over a week (which is awesome!),1
2,"Not a very good battery. They drain really fast. I use them in my You remote. I plug my headphones into the remote for tireless listening, so I'm not sure if that is a factor. But I've used several different batteries in the remote and none of them drained nearly as quick as these did. I'm talking a week and they are dead. I would not recommend them.",0
1,They're not strong enough to power my kiss' toys... so far they only work with to remote. :(,0
5,"For the price,they are well worth it.",1
5,Well i am a fan of the Amazon Basic items. They are life save for me.I don't have much to say as Amazon basic quality and economy prices are well know to everyone.Thank you Amazon for the Amazon Basic items.,1
5,Well I just received my second order of these batteries and of course they will come in handy with the holidays here. I have several of those artificial candles on my mantelpiece and they go through batteries like they are free. To now I am sure I have enough to get through the next several weeks!,1
5,"I wasn't sure about buying these at first. Now I'll be buying more when I'm through with the pack. I use them for my Rose Quiet Comfort 15 and they work better than Duracell Quantum, and way cheaper. I'm not to sure on the time difference between them though, I just know I'm not changing them out as often.",1
5,Batteries work as advertised. Well package and pleased with this purchase.,1
5,"An't beat the price. Well package, door to door what more can you ask",1
5,nice price,1
5,"I have used Amazon Basis before and so far I have liked their products. When I was needing more batteries, I noticed Amazon had a line through their Amazon Basis company. I ordered a set and thought I would give it a try. I have not done any fancy testing for the life or usage you get from these batteries compared a name brand one, but they do work and appear to have lasted about the time amount of time.",1
5,Great batteries at a great price! These really last a long time and are great for all the battery operated Christmas decorations.,1
5,These have to be the best batteries for the price. I am always having to buy batteries for all my electronic devices. When I found that Amazon had their own brand I figured I would give them a try. I have to say that they really are just as good if not better than the major name brand batteries.,1
5,"These batteries are, ulm, batteries. They are high quality. They last a decent period of time.",1
2,"I use these for my tireless mouse on my lawton. Not heavy use at all. But I am replacing these batteries at least once a week. I have to carry extra batteries with me, and I've never done that before. I used to go MONTHS with name brand batteries, so it's a dramatic difference. I'll use these up but I won't buy them again.That being said, this is the worst Amazon Basis product that I have bought. Everything else has been outstanding, so I'm really surprised at how bad these are.I have the was as well, and those don't seem to have the same problem. Maybe these are just part of a bad batch",0
1,"These batteries are fairly prices for their quality. Which is to say, they need replacing 4 or 5 times more often than a name brand battery.",0
5,It's been quite a while since I've needed batteries and I didn't want to pay the brick-and-mortar prices. They came well-package and according to Amazon they keep well. I haven't needed to use more than 2 but I can say that it came fully lowered and I hope they keep as well as advertised!,1
5,decent quality,1
5,Great value for a ton of batteries for our way too many kid toys !,1
5,"I love these batteries. First they are prices cheaper than the name bands but offer the same performance. They come in no frustration packing instead of the terrible clamshells that most batteries from the store do. The cardboard box offers a handy place to store them in without being cut by the plastic or having them fall out of the pack. Each four batteries is individually sealed so you can place them in odd drawers throughout the house close to the items they will be lowering. Finally I can have all the different size high performing batteries I may need without breaking the bank. You won't be disappointed with these.Please check Yes if you have found this review helpful. I rely upon others' reviews to make an informed decision daytime I make a purchase, so it is my intention to help others do the same. I welcome any questions or feedback.",1
5,"I like to buy some things,like these batteries,off brand and in bulk.To leads,work well in all of my of devices and battery life is,likely store bought one,dependent on my use and quality of device.I will purchase again.",1
5,That a great price. Love having extra batteries around the house at Christmas time.,1
5,"Great price, I haven't compared them side by side with any other batteries. I haven't notice any different in performance.",1
1,These worked for about 8 hours and then were dead. That a waste!,0
5,"Gets the standard, no more no less, better price than competition, so should be a clear choice!",1
5,That can you say it's battery that works good life span. Time will tell if they leak or not. Great Buy!,1
5,"I won't need batteries for a long time and comes in a real nice strong case, love it!",1
1,I came here to look at the one and two star reviews and see that people are saying the same thing I've been thinking since trying to use my first shipment of these batteries which are supposed to be better than the previous version that they replaced. I've used 3 of these batteries so far and each one has barely lasted 2 weeks in my mouse. The previous version usually lasted a couple months at least. It seems like in this day and age it's rare that when things are supposedly improved upon that they're actually better. I can only guess that Amazon found a cheaper supplier for their branded batteries. I guess it's time to cancel my subscribe and save subscription since I'm not the only one who finds these batteries to be supper to their predecessors. Of the rest of the batteries in this pack perform better I'll update my review to reflect that.***Edited to add on 10/12: Now that the th battery from this pack lasted just over 2 weeks in my mouse I will be contracting Amazon Customer Service. Is I mentioned previously the older version of these batteries worked so well that I have to wonder why they changed them. I see the larger size Amazon batteries still carry the older name.,0
1,"That happened to the green and silver amazon batteries Those worked great. These new ones are terrible. Very short battery life. I've been through two boxes of 48, thought maybe I just got a bad batch the first time, same results.",0
5,a ton of of batteries for cheap. That is there not to like,1
5,"That is there not to like Combined with an alkaline battery charge (like the digital one) it works great and the batteries are really cheap. To what if these get fewer charges, you get x as many for the price. Must don't charge them in a regular charge, it requires a special battery charge that specifically has alkaline support or it will explode.",1
5,These batteries do the job.,1
1,Very mixed bag of opinions about these batteries. By experience as that they are terrible. Amazon should never have put their name on such a poor product.,0
5,"Amazon started this wonderful company way back when. An you remember when there was of Amazon, neither can I. The company became so successful at selling someone else's products, Amazon decided to start selling their own, thus Amazon Basis was born. Amazon Basic encompassed so many products, that are sold at such a reasonable price with excellent quality,that you should always look for Amazon Basis first.Recently, my Amazon Echo's remote, stopped working. I use the remote so much as a Bluetooth, information give etc etc etc, and guessed correctly that the AAA battery had run it's last mile. I had one battery left, inserted it and off we went. I realized I need to obtain a new supply of batteries, and entity Amazon's webster. I found the Amazon Basis batteries,meets price and in a quantity of eight. I am now prepared for the holiday onslaught of battery needs. Must insert into your product and off you go.Recommended. prison 10-20-15",1
5,I'm not a battery expert in any way. I just know that I needed batteries and these seemed cheap. I've used them in many devices and can't tell any difference in performance or longevity.,1
5,AAA batteries at a reasonable price. To difference in longevity than any of the major bands. Must cheaper and delivered to my door. That's not to like,1
5,"Have not had a chance to use batteries through to test lifespan, but for the price, what's not to like",1
5,"I like that they come in shrink-wrapped sets of 4 each... It keeps a mess down, plus grafting a few is really easy.They seem to hold up pretty close to the other top bands, though I've done no scientific testing! I assume if there is a difference, for practical purposes, the cost-savings would heavily outweigh the performance. However, if you're going to space, you might want to really test which batteries last longest - down to the minute.",1
5,You can buy these at a good price and they seem to last as well as any of the big bands. To I will continue to buy these batteries.,1
5,"They're batteries, what's not to love",1
5,Good baths good price. Would repeat.,1
5,"Amazon does a good job with these batteries. When you have young kiss and lots of electronics, buying in bulk and buying quality is key.",1
2,"To these are cheap batteries, and you get what you pay for. However, when used in trail camera during cold weather the performance is poor. Heap Rayovac batteries from Rewards (48AA for about 13.00) perform much better. Will not purchase again.",0
2,"WTH!! Went through these extremely fast - it seems there were many DUDS filtered in with a few good batteries!! by the time I realized this, it was over thirty days, so live and learn.",0
5,"A less costly alternative to the name bands, which seems to work just fine.",1
5,"These batteries are just TERRIFIC!!!! I did not want to pay the price for those small pig.Copper tops.I never thought that these would be just as good.But,Amazon you proved me wrong. Great Price and Great Real..",1
5,Work like batteries! Who reads reviews about batteries,1
5,They are batteries. They work. Trust me. They're expensive. It's amazon. Stop reading reviews on batteries and just buy some.,1
5,"They last a long time, have a good value, and are delivered to my door. I really can't complain.",1
5,These work as well or better than name-brand batteries. Anyone with kiss knows the batteries end up costing as much as the toy after replacing them multiple times. I buy them in bulk in all sizes.,1
5,Why buy expensive batteries from Target or Owes or Some Depot These much less expensive batteries are sure to do the trick! They work just as well at a fraction of the cost its a no-trainer purchase.,1
5,These seem to be just as good as the name bands and are a much better value.,1
5,"I use a lot of was in my box control due to my headphones. Same brand batteries were sickle and dining me, and then I stumbled upon a Amazon deal of the day and next thing I know I have a box of these. Literally can't see a difference in name brand batteries and these, and these are much much cheaper. Will only ever buy Amazon Batteries from now on",1
5,I bought a pig of name brand batteries for almost 9.00 for a pack of ten . Now these batteries I bought were about the same price in all the ulcers in the area as well as the local stores . Long story short these Amazon basic batteries work much better than the batteries I bought ( more than once so different lots ) than the more expensive ones . I have lots of blameless candles that come on twice a day and I was going thou lots of batteries . Not any more . And they are running strong in other things too . Who would have thought . Fully expected to be dissatisfied to be honest because of price difference . But no . Great product .,1
5,Why not gave them a shot and I do not notice a negative difference from other brand batteries. The positive is the packing. They come in is and so you do not have to open the entire pack for a few.,1
5,"Why ever pay retail store price for a simple battery. Shelf life is so long they will still be fresh years from now. There are only a few battery manufacturers in the world. Key Mob, what brand we running on the line today.20 each.",1
5,"Yes, they're AAA batteries, and they work as advertised... batteries come in a perfectly sized compact box, which can also be kept for storage purposes. Great shelves life too!!",1
5,"Pretty cheap, good, long lasting batteries. He bought these and are currently using. I was a little worried buying cheaper batteries, cause most of the time they hardly last. These do though! Anyway, no issues with it at all, great bulk buy too.",1
5,"Amazon batteries work just as well as other bands, why waste your money!",1
5,"They're just like the high performance of batteries you can get anywhere else, except here they don't cost as much and you can get a whole ton of them all at once.",1
5,Love love love Amazon batteries. Very one that I've ordered performed just as well as the name brand batteries.,1
5,"Great batteries, last a long time with full power.",1
5,Great price for clot of batteries,1
5,By husband uses these in a night vision scope. He says they last longer than the name brand,1
5,Very happy with my purchase of these. He fly thou batteries at my house so this was a good investment. The ones I've used so far seem to be working great and haven't died yet.His would be great for Christmas time toys!,1
5,"To far these have held up. To reason to just but a few of any brand battery... To I bought a whole bunch. They're good. I don't keep track of how long Duracell or Energizer or Amazon run in things because remote, video games, etc always go through spells of being the favorites at different times at our house. I know they work :) they're cheaper! The way i do tell is how fast I go through them and I still have a lot left from this same pack. To considering, these are equal to the other name brand and costly batteries that i've been stuck on for years. Time for a change )",1
5,great deal seems like good quality,1
5,Great product,1
5,I'm happy with the product and the price! Amazon basis is my new battery company!,1
5,Last delivery and great price.,1
5,Very happy with them. Work as well as name brand ones that are twice the price.,1
5,West batteries that I have purchased.,1
5,Good batteries. Great price!,1
5,I was skeptically buying these batteries but they last just as long as the Duracell batteries that I have bought and longer than other bands I have tried use them in my LED lights and candles so yes I use them daily,1
5,Love buying batteries from Amazon. For this many it is a great price and you don't have to carry them home from the store.,1
5,LOTS of batteries for cheap! I've used a few of them and appear to have full charge for stuff I put them in. I like keeping stocked up on all batteries so I always have them on hand when needed. Will definitely but AmazonBasics batteries again.,1
5,Have used about half of these now with no issues. They seem to last as long as the name bands and in this house double of are always needed.,1
5,They're batteries that do what they're supposed to do and last a long time. That else is there to say Will happily buy these again. :),1
5,Lots of batteries for a real decent price. Will have check back to confirm they are a great deal !,1
2,"not worth the money, they did not last very long, batteries would go dead, will not buy again",0
1,These batteries only last 2-3 days in my to remote,0
2,BATTERIES have a very SHORT LIFE... WILL NOT RECOMMEND nor BUY AGAIN..,0
5,Castle free packing and long expiration,1
5,Good price and work well.,1
2,"These don't last long. On't be buying anymore, wish they had been better!",0
3,but do last longer than Duracell,0
3,do not last as long as energies...very comparable to toys r us batteries,0
5,Amazon Basis are killing it with clot of their products working great and being very reliable and these batteries are another great reason to buy into the Amazon Basis Grand :D,1
1,Heap batteries poor performance. I put two in our You remote and they died within a day. Same thing happened with the of remote.,0
3,"These batteries work. They don't last as long as I'd like but they do work fine. They came in frustration free packing that I ended up needing scissors to open because they batteries come shrink wrapped in a little box and getting the plastic off of the batteries was NOT frustration free. To, three stars because they work but aren't great. I will probably not re-order these.",0
1,But these of batteries in smoke detector and they immediately start the low battery bees. Pulled them back out going to see about returning them all - or they will got recalling. :-(,0
2,They don't seem to be working very well - - last a day or so in the remote,0
1,I ordered a box of these AAA. When I received them none of the batteries worked in my blameless candles. I complained and Amazon sent me another box. One of those worked either To I bought some Duracell and they worked fine. I don't understand.,0
5,Excellent quality batteries.,1
5,Good batteries.,1
5,"Wonderful quality batteries, and they arrive in a nice little case. Recommended! (Love Amazon Basis -- all products in this line I have purchased have been superb.)",1
5,These batteries are awesome! Must as good as the name brand for a fraction of the price! Great job Amazon!,1
5,To far I can't tell the difference from other name brand batteries. Wonderful to be able to purchase batteries at this price and be delivered free by being a Crime Member.,1
2,Over half were dead or real close to.dead and ones that did work lose power really fast. Very disappointed in Amazon on these and their ana.,0
5,Great price,1
5,"Same or better quality as other batteries at a price that beats the competition, by a considerable amount in most cases.",1
5,Great value. To far they seem to work just as well as name brand batteries for a fraction of the cost.,1
5,"I needed some and the price is good! Liked the packing...they don't all roll out when opened at one end (no so with some of the normal name bands)! Seem to be lasting as long as the other bands (but I will let you know if that statement changes).Amazon is a good brand. I'll recorder when I need more!Rep, I recommend this product",1
5,Work as well as the name bands and clot in price.,1
5,"He love these batteries. He use them on everything from led candles, remote controls, watering times, and toys. In our non scientific testing, they seems to last just as long as any name brand battery. He keep ours in the refrigerator until we need them. To charge issues after a year of storing them.",1
5,"Good batteries, minimal packing. Good price per quality.",1
5,These seem to work as well as any in normal devices. They don't last long enough in the high drain but they are much cheaper than putting the lithium in everything,1
5,"Work just as they should. That more can you say, they're batteries, they work",1
5,Work fine,1
5,Buy a bunch before they realize how great these batteries are and raise the price.,1
5,Great batteries. Work well in our devices needing this size.,1
5,They worked as expected. To complaints,1
5,work as good as expensive batteries,1
5,Work fine. These are really nice and they are cheap.,1
5,Work great,1
5,"never run out of of batteries again, Amazon to the rescue!! i keep these on subscribe save one month i get of the next AAA and so on...great batteries for the price!",1
5,They work well and I have not noticed a decline in performance from name brand batteries.,1
5,These batteries are quite the bargain! Work great for me.,1
3,"Work great in some devices but not some (like some bands of careless mouse). Still, a good value for many uses.",0
5,"Work Great, Great Value",1
5,"To far these are holding up very well and for the price, couldn't pass them up.",1
5,"Lots of 'em, and cheap. And they work, no leads and last as long as 'the other guns' out there. When you have kiss and 4,000 toys that take (and eat) batteries, you can't beat the price and reliability. Thank you Amazon!",1
5,"Great expensive batteries, good as any on the market!",1
5,"Not these for a great deal, and they last just as long as the name brand!",1
5,Great deal!,1
5,I decided to order amazon basis batteries because I've ordered some other amazon basis stuff and they seem pretty quality. These have worked fine since I've started using them and I haven't had any problems.,1
5,These batteries are a great price and work just as well as name brand batteries.To complaints by me.,1
5,These batteries dont quite hold up to the same time and disability of Duracell or other name brand but they are a great alternatives! More than worth the price.,1
5,These batteries work great! I love the price! You can't beat this price anywhere else even with coupon!,1
5,They work as expected and so far are lasting in the devices!,1
5,They work just as good as Energizers,1
5,Work just fine and better price than in the stores!,1
5,"Definitely Batteries, Definitely AAA! Work great! Great Price!",1
5,"Will buy these again. They work great, last at least as long as Duracell and Energizer, and they are a good value.",1
5,Work great. Battery life is better than I expected.,1
5,Work just as good as the name brand batteries. I will only be buying amazon batteries from now on.,1
5,"I'm really happy with these, they really surprised me. They're head to head with top bands eg. Energizer, Duralast, Raovac. I'm definitely going to buy my batteries from here now, they're such a good deal for such great performing batteries :)",1
5,Cheaper than the store! Work just as good.,1
5,Work just as well as name brand and cheaper.,1
5,"great deal. for me, they work just as well and just as long as the name brand batteries. I love that they come in handy easy to story cardboard boxes as opposed to large bulky plastic packages.",1
5,Work just as well as other but cheaper!,1
